2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8,-0.4,2.8
2.792162887,2.60015361,2,2.6,1.2,2.6,0.4,2.6,-0.463245553,2.61026334
2.784176018,2.400313149,1.999852688,2.400000054,1.2,2.4,0.397482739,2.400015842,-0.528935594,2.421359083
2.776015851,2.200479689,1.999531683,2.200000312,1.199936068,2.20000001,0.392368711,2.200081236,-0.597114638,2.233338823
2.767652478,2.00065463,1.999001464,2.000001015,1.199721677,2.000000125,0.384512364,2.000235601,-0.667877133,2.046275547
2.759046952,1.800839854,1.998212885,1.800002569,1.199238008,1.80000071,0.373689799,1.800528636,-0.741377211,1.860270874
2.750146957,1.601037977,1.997095671,1.60000569,1.198318186,1.600002825,0.359576655,1.601027209,-0.817846109,1.675466903
2.740879447,1.401252809,1.995545194,1.4000117,1.196720384,1.400009208,0.341710772,1.401826782,-0.897622146,1.492066292
2.731137157,1.20149023,1.993397479,1.200023232,1.19407905,1.20002665,0.319428539,1.203071902,-0.981203357,1.310368243
2.720751507,1.001760067,1.990377583,1.000046033,1.189809204,1.000072234,0.291751799,1.004996164,-1.069345101,1.13083821
2.709430747,0.802080723,1.985979247,0.800094402,1.182897919,0.800191685,0.257173068,0.808008065,-1.163257372,0.954258241
2.696589405,0.602493399,1.979130585,0.600211697,1.171377832,0.600523741,0.213208756,0.612900045,-1.265057378,0.78210494
2.680703938,0.403125267,1.966961391,0.400582263,1.150660835,0.40159962,0.155352742,0.421451144,-1.379025413,0.617753832
2.662163171,0.263293613,1.941516595,0.234168177,1.105640649,0.20673253,0.074282989,0.23861872,-1.516351303,0.472352319
2.647945617,0.395917475,1.913098223,0.225434598,1.056871986,0.077563964,-0.050457552,0.082286391,-1.602834347,0.460052565
2.619881734,0.593938733,1.917877061,0.069170096,1.034994073,-0.121235827,-0.153019129,-0.089414288,-1.621156551,0.617723416
2.543442399,0.778754934,1.977291664,-0.121800857,1.012860796,-0.320007349,-0.250208831,-0.264211776,-1.568358777,0.810628561
2.440269584,0.950089023,2.043054585,-0.310679756,0.995614112,-0.519262341,-0.363640164,-0.428933762,-1.489750452,0.994532697
2.321941128,1.111329144,2.111446195,-0.4986228,0.970720454,-0.717707058,-0.493325178,-0.581189458,-1.398690264,1.172600218
2.191430566,1.262877793,2.180332066,-0.686385248,0.929920518,-0.913501249,-0.638347129,-0.718916121,-1.297903724,1.345348803
2.049025211,1.403308256,2.246205511,-0.875225628,0.858279283,-1.100229751,-0.799013014,-0.838023104,-1.188405372,1.512711017
1.892732082,1.52809791,2.288837983,-1.043872603,0.780257457,-1.173746006,-0.976439594,-0.930325914,-1.074958033,1.667896537
1.722752191,1.633486889,2.278611986,-1.081401448,0.700931775,-1.149743976,-1.167125872,-0.990647911,-1.056276896,1.695769667
1.669426154,1.662871282,2.259381468,-1.069410154,0.615066664,-1.105760658,-1.360725512,-1.04083934,-1.082822351,1.690519202
1.648317134,1.678685362,2.234702167,-1.064478401,0.523755567,-1.067958249,-1.450676195,-1.066654236,-1.099892495,1.681332974
1.639438564,1.687756583,2.206062732,-1.067463329,0.452340728,-1.040335517,-1.497325529,-1.08196992,-1.112211022,1.676736302
1.635512782,1.691960125,2.180538718,-1.073660816,0.399600819,-1.019258115,-1.526307602,-1.09203166,-1.120783993,1.675599785
1.633965244,1.693346534,2.160108581,-1.080707899,0.360748781,-1.002605381,-1.54582162,-1.098920712,-1.126595593,1.676211129
1.633665628,1.693311866,2.144325169,-1.087524296,0.332087313,-0.989204252,-1.55947247,-1.103816572,-1.130519743,1.677564203
1.634012617,1.69265605,2.132268327,-1.093649164,0.310906927,-0.978303373,-1.569185371,-1.107429992,-1.133185582,1.679125293
1.634664011,1.691801691,2.123084191,-1.098935897,0.295230516,-0.96937395,-1.576143369,-1.110196216,-1.135021306,1.680632734
2.13222136,2.535052826,1.955,-2.14419873,0.801748192,0.185395585,-1.57722136,-2.121889263,-1.383362277,2.522773905
2.099137723,2.537226095,1.93027864,-2.158110737,0.801748192,0.164604415,-1.5525,-2.13580127,-1.35027864,2.524947174
2.0675,2.53080127,1.916748192,-2.177104415,0.81527864,0.145610737,-1.520862277,-2.142226095,-1.321469551,2.535342759
2.04277864,2.516889263,1.916748192,-2.197895585,0.84,0.13169873,-1.48777864,-2.140052826,-1.301916363,2.552163168
2.029248192,2.497895585,1.93027864,-2.216889263,0.871637723,0.125273905,-1.458969551,-2.129657241,-1.295,2.5725
2.029248192,2.477104415,1.955,-2.23080127,0.90472136,0.127447174,-1.439416363,-2.112836832,-1.301916363,2.592836832
2.04277864,2.458110737,1.986637723,-2.237226095,0.933530449,0.137842759,-1.4325,-2.0925,-1.321469551,2.609657241
2.0675,2.44419873,2.01972136,-2.235052826,0.953083637,0.154663168,-1.439416363,-2.072163168,-1.35027864,2.620052826
2.099137723,2.437773905,2.048530449,-2.224657241,0.96,0.175,-1.458969551,-2.055342759,-1.383362277,2.622226095
2.13222136,2.439947174,2.068083637,-2.207836832,0.953083637,0.195336832,-1.48777864,-2.044947174,-1.415,2.61580127
2.161030449,2.450342759,2.075,-2.1875,0.933530449,0.212157241,-1.520862277,-2.042773905,-1.43972136,2.601889263
2.180583637,2.467163168,2.068083637,-2.167163168,0.90472136,0.222552826,-1.5525,-2.04919873,-1.453251808,2.582895585
2.1875,2.4875,2.048530449,-2.150342759,0.871637723,0.224726095,-1.57722136,-2.063110737,-1.453251808,2.562104415
2.180583637,2.507836832,2.01972136,-2.139947174,0.84,0.21830127,-1.590751808,-2.082104415,-1.43972136,2.543110737
2.161030449,2.524657241,1.986637723,-2.137773905,0.81527864,0.204389263,-1.590751808,-2.102895585,-1.415,2.52919873
2.156942719,2.582605652,1.915,-2.10089746,0.723496384,0.195791169,-1.641942719,-2.151278525,-1.391724554,2.47304781
2.090775446,2.58695219,1.865557281,-2.128721475,0.723496384,0.154208831,-1.5925,-2.17910254,-1.325557281,2.477394348
2.0275,2.57410254,1.838496384,-2.166708831,0.750557281,0.116221475,-1.529224554,-2.19195219,-1.267939103,2.498185517
1.978057281,2.546278525,1.838496384,-2.208291169,0.8,0.08839746,-1.463057281,-2.187605652,-1.228832727,2.531826336
1.950996384,2.508291169,1.865557281,-2.246278525,0.863275446,0.07554781,-1.405439103,-2.166814483,-1.215,2.5725
1.950996384,2.466708831,1.915,-2.27410254,0.929442719,0.079894348,-1.366332727,-2.133173664,-1.228832727,2.613173664
1.978057281,2.428721475,1.978275446,-2.28695219,0.987060897,0.100685517,-1.3525,-2.0925,-1.267939103,2.646814483
2.0275,2.40089746,2.044442719,-2.282605652,1.026167273,0.134326336,-1.366332727,-2.051826336,-1.325557281,2.667605652
2.090775446,2.38804781,2.102060897,-2.261814483,1.04,0.175,-1.405439103,-2.018185517,-1.391724554,2.67195219
2.156942719,2.392394348,2.141167273,-2.228173664,1.026167273,0.215673664,-1.463057281,-1.997394348,-1.455,2.65910254
2.214560897,2.413185517,2.155,-2.1875,0.987060897,0.249314483,-1.529224554,-1.99304781,-1.504442719,2.631278525
2.253667273,2.446826336,2.141167273,-2.146826336,0.929442719,0.270105652,-1.5925,-2.00589746,-1.531503616,2.593291169
2.2675,2.4875,2.102060897,-2.113185517,0.863275446,0.27445219,-1.641942719,-2.033721475,-1.531503616,2.551708831
2.253667273,2.528173664,2.044442719,-2.092394348,0.8,0.26160254,-1.669003616,-2.071708831,-1.504442719,2.513721475
2.214560897,2.561814483,1.978275446,-2.08804781,0.750557281,0.233778525,-1.669003616,-2.113291169,-1.455,2.48589746
2.181664079,2.630158477,1.875,-2.057596189,0.645244576,0.206186754,-1.706664079,-2.180667788,-1.400086831,2.423321716
2.082413169,2.636678284,1.800835921,-2.099332212,0.645244576,0.143813246,-1.6325,-2.222403811,-1.300835921,2.429841523
1.9875,2.617403811,1.760244576,-2.156313246,0.685835921,0.086832212,-1.537586831,-2.241678284,-1.214408654,2.461028276
1.913335921,2.575667788,1.760244576,-2.218686754,0.76,0.045096189,-1.438335921,-2.235158477,-1.15574909,2.511489504
1.872744576,2.518686754,1.800835921,-2.275667788,0.854913169,0.025821716,-1.351908654,-2.203971724,-1.135,2.5725
1.872744576,2.456313246,1.875,-2.317403811,0.954164079,0.032341523,-1.29324909,-2.153510496,-1.15574909,2.633510496
1.913335921,2.399332212,1.969913169,-2.336678284,1.040591346,0.063528276,-1.2725,-2.0925,-1.214408654,2.683971724
1.9875,2.357596189,2.069164079,-2.330158477,1.09925091,0.113989504,-1.29324909,-2.031489504,-1.300835921,2.715158477
2.082413169,2.338321716,2.155591346,-2.298971724,1.12,0.175,-1.351908654,-1.981028276,-1.400086831,2.721678284
2.181664079,2.344841523,2.21425091,-2.248510496,1.09925091,0.236010496,-1.438335921,-1.949841523,-1.495,2.702403811
2.268091346,2.376028276,2.235,-2.1875,1.040591346,0.286471724,-1.537586831,-1.943321716,-1.569164079,2.660667788
2.32675091,2.426489504,2.21425091,-2.126489504,0.954164079,0.317658477,-1.6325,-1.962596189,-1.609755424,2.603686754
2.3475,2.4875,2.155591346,-2.076028276,0.854913169,0.324178284,-1.706664079,-2.004332212,-1.609755424,2.541313246
2.32675091,2.548510496,2.069164079,-2.044841523,0.76,0.304903811,-1.747255424,-2.061313246,-1.569164079,2.484332212
2.268091346,2.598971724,1.969913169,-2.038321716,0.685835921,0.263167788,-1.747255424,-2.123686754,-1.495,2.442596189
2.206385438,2.677711303,1.835,-2.014294919,0.566992768,0.216582338,-1.771385438,-2.21005705,-1.408449108,2.373595621
2.074050892,2.686404379,1.736114562,-2.06994295,0.566992768,0.133417662,-1.6725,-2.265705081,-1.276114562,2.382288697
1.9475,2.660705081,1.681992768,-2.145917662,0.621114562,0.05744295,-1.545949108,-2.291404379,-1.160878206,2.423871035
1.848614562,2.60505705,1.681992768,-2.229082338,0.72,0.001794919,-1.413614562,-2.282711303,-1.082665454,2.491152671
1.794492768,2.529082338,1.736114562,-2.30505705,0.846550892,-0.023904379,-1.298378206,-2.241128965,-1.055,2.5725
1.794492768,2.445917662,1.835,-2.360705081,0.978885438,-0.015211303,-1.220165454,-2.173847329,-1.082665454,2.653847329
1.848614562,2.36994295,1.961550892,-2.386404379,1.094121794,0.026371035,-1.1925,-2.0925,-1.160878206,2.721128965
1.9475,2.314294919,2.093885438,-2.377711303,1.172334546,0.093652671,-1.220165454,-2.011152671,-1.276114562,2.762711303
2.074050892,2.288595621,2.209121794,-2.336128965,1.2,0.175,-1.298378206,-1.943871035,-1.408449108,2.771404379
2.206385438,2.297288697,2.287334546,-2.268847329,1.172334546,0.256347329,-1.413614562,-1.902288697,-1.535,2.745705081
2.321621794,2.338871035,2.315,-2.1875,1.094121794,0.323628965,-1.545949108,-1.893595621,-1.633885438,2.69005705
2.399834546,2.406152671,2.287334546,-2.106152671,0.978885438,0.365211303,-1.6725,-1.919294919,-1.688007232,2.614082338
2.4275,2.4875,2.209121794,-2.038871035,0.846550892,0.373904379,-1.771385438,-1.97494295,-1.688007232,2.530917662
2.399834546,2.568847329,2.093885438,-1.997288697,0.72,0.348205081,-1.825507232,-2.050917662,-1.633885438,2.45494295
2.321621794,2.636128965,1.961550892,-1.988595621,0.621114562,0.29255705,-1.825507232,-2.134082338,-1.535,2.399294919
2.231106798,2.725264129,1.795,-1.970993649,0.48874096,0.226977923,-1.836106798,-2.239446313,-1.416811385,2.323869526
2.065688615,2.736130474,1.671393202,-2.040553687,0.48874096,0.123022077,-1.7125,-2.309006351,-1.251393202,2.334735871
1.9075,2.704006351,1.60374096,-2.135522077,0.556393202,0.028053687,-1.554311385,-2.341130474,-1.107347757,2.386713794
1.783893202,2.634446313,1.60374096,-2.239477923,0.68,-0.041506351,-1.388893202,-2.330264129,-1.009581817,2.470815839
1.71624096,2.539477923,1.671393202,-2.334446313,0.838188615,-0.073630474,-1.244847757,-2.278286206,-0.975,2.5725
1.71624096,2.435522077,1.795,-2.404006351,1.003606798,-0.062764129,-1.147081817,-2.194184161,-1.009581817,2.674184161
1.783893202,2.340553687,1.953188615,-2.436130474,1.147652243,-0.010786206,-1.1125,-2.0925,-1.107347757,2.758286206
1.9075,2.270993649,2.118606798,-2.425264129,1.245418183,0.073315839,-1.147081817,-1.990815839,-1.251393202,2.810264129
2.065688615,2.238869526,2.262652243,-2.373286206,1.28,0.175,-1.244847757,-1.906713794,-1.416811385,2.821130474
2.231106798,2.249735871,2.360418183,-2.289184161,1.245418183,0.276684161,-1.388893202,-1.854735871,-1.575,2.789006351
2.375152243,2.301713794,2.395,-2.1875,1.147652243,0.360786206,-1.554311385,-1.843869526,-1.698606798,2.719446313
2.472918183,2.385815839,2.360418183,-2.085815839,1.003606798,0.412764129,-1.7125,-1.875993649,-1.76625904,2.624477923
2.5075,2.4875,2.262652243,-2.001713794,0.838188615,0.423630474,-1.836106798,-1.945553687,-1.76625904,2.520522077
2.472918183,2.589184161,2.118606798,-1.949735871,0.68,0.391506351,-1.90375904,-2.040522077,-1.698606798,2.425553687
2.375152243,2.673286206,1.953188615,-1.938869526,0.556393202,0.321946313,-1.90375904,-2.144477923,-1.575,2.355993649
2.255828157,2.772816955,1.755,-1.927692379,0.410489152,0.237373507,-1.900828157,-2.268835576,-1.425173662,2.274143431
2.057326338,2.785856569,1.606671843,-2.011164424,0.410489152,0.112626493,-1.7525,-2.352307621,-1.226671843,2.287183045
1.8675,2.747307621,1.525489152,-2.125126493,0.491671843,-0.001335576,-1.562673662,-2.390856569,-1.053817309,2.349556552
1.719171843,2.663835576,1.525489152,-2.249873507,0.64,-0.084807621,-1.364171843,-2.377816955,-0.93649818,2.450479007
1.637989152,2.549873507,1.606671843,-2.363835576,0.829826338,-0.123356569,-1.191317309,-2.315443448,-0.895,2.5725
1.637989152,2.425126493,1.755,-2.447307621,1.028328157,-0.110316955,-1.07399818,-2.214520993,-0.93649818,2.694520993
1.719171843,2.311164424,1.944826338,-2.485856569,1.201182691,-0.047943448,-1.0325,-2.0925,-1.053817309,2.795443448
1.8675,2.227692379,2.143328157,-2.472816955,1.31850182,0.052979007,-1.07399818,-1.970479007,-1.226671843,2.857816955
2.057326338,2.189143431,2.316182691,-2.410443448,1.36,0.175,-1.191317309,-1.869556552,-1.425173662,2.870856569
2.255828157,2.202183045,2.43350182,-2.309520993,1.31850182,0.297020993,-1.364171843,-1.807183045,-1.615,2.832307621
2.428682691,2.264556552,2.475,-2.1875,1.201182691,0.397943448,-1.562673662,-1.794143431,-1.763328157,2.748835576
2.54600182,2.365479007,2.43350182,-2.065479007,1.028328157,0.460316955,-1.7525,-1.832692379,-1.844510848,2.634873507
2.5875,2.4875,2.316182691,-1.964556552,0.829826338,0.473356569,-1.900828157,-1.916164424,-1.844510848,2.510126493
2.54600182,2.609520993,2.143328157,-1.902183045,0.64,0.434807621,-1.982010848,-2.030126493,-1.763328157,2.396164424
2.428682691,2.710443448,1.944826338,-1.889143431,0.491671843,0.351335576,-1.982010848,-2.154873507,-1.615,2.312692379
2.280549517,2.820369781,1.715,-1.884391109,0.332237344,0.247769092,-1.965549517,-2.298224838,-1.433535939,2.224417337
2.048964061,2.835582663,1.541950483,-1.981775162,0.332237344,0.102230908,-1.7925,-2.395608891,-1.201950483,2.239630219
1.8275,2.790608891,1.447237344,-2.114730908,0.426950483,-0.030724838,-1.571035939,-2.440582663,-1.00028686,2.312399311
